order_id,customer_name,customer_email,product,category,price,quantity,total,date
e5675b9f-4c0f-4f2b-8f38-60a015e4acd2,Carlos Hanson,breanna09@example.org,modern,Beauty,167.13,2,1836.07,2022-06-16
c706378a-c3e4-43dc-a276-f6552e135b02,Karen Boyd,jonathan71@example.com,smile,Electronics,449.57,2,444.73,2024-08-02
fdb8858b-d778-4dcb-b989-580d87db218d,Christopher Hammond,dennis68@example.net,myself,Beauty,91.54,4,149.64,2024-01-27
a0a055a6-0452-4b51-af5e-ff4f8710223f,Nancy Smith,derek46@example.org,Mrs,Clothing,418.24,1,462.77,2021-12-31
07a9366f-4e18-43da-a4ce-fd8acd2b3e82,Alexa Moore,lisa03@example.com,much,Clothing,404.59,1,2015.34,2023-10-13
4081a1f7-28c1-448c-ae59-7ee9aafcbd9a,Diana Walter,trogers@example.org,loss,Beauty,140.42,2,191.49,2022-06-22
42772e5e-9e58-4aab-bfae-0cdd3d0eb2e0,Gina Marks,scottyates@example.net,administration,Electronics,375.97,2,2419.35,2020-12-14
efae18d4-7440-41d7-a925-26891bb492e6,Joshua Hale,kellywong@example.com,court,Clothing,242.86,1,648.27,2025-01-12
635f3e0c-4151-4f33-8000-847f5cae9bb8,Ryan Black,moniqueaustin@example.net,want,Clothing,46.73,4,243.84,2024-12-12
0b0b2126-5d0d-4dca-905f-7dd3e0dc089d,Tracy Gibson,jill96@example.com,nearly,Clothing,57.36,4,1326.15,2024-05-22
3e0c7412-f45c-4f7a-afcb-41ff9a612f6b,Wayne Bryant,lewisjohn@example.net,toward,Beauty,86.16,4,1608.28,2023-06-22
7b0a80d7-2b4c-49f4-a893-a79a544b4d35,Lisa Patterson,millerholly@example.com,side,Electronics,279.77,4,446.33,2020-05-03
28dfd3d3-39de-4051-ad63-1d8eb0de5378,Bobby Mcfarland,esmith@example.org,care,Beauty,349.71,1,883.04,2021-11-16
0a5be23e-1924-43e6-ace3-5fc843b9009f,Adam Snyder,pkennedy@example.org,them,Electronics,264.95,5,911.57,2024-01-31
65488b98-be93-4e18-a38f-ce7628dcb963,Sharon Hicks,dianepowell@example.com,experience,Home,269.22,1,708.5,2022-05-22
8dacff49-0c2c-47fb-a448-d89e884d29fb,Mrs. Madison Rowland,brandon71@example.org,key,Clothing,436.14,4,1602.03,2023-10-06
0a7ad271-b382-4358-8c4f-da3c14cab117,Michael Lowe,prodgers@example.org,service,Home,486.56,2,599.54,2020-03-08
d6121f88-95c6-4046-8175-1df51bb033d6,Danielle Martinez,amberhodges@example.com,final,Electronics,198.23,5,170.77,2020-03-01
f8fdf8dd-70fc-4e59-bb72-b82701abe142,Rebecca Lucas,talvarez@example.com,today,Beauty,195.8,2,70.96,2023-04-12
555e7985-346e-4320-b71a-fa3976c9b854,Crystal Hernandez,steven77@example.net,discover,Beauty,51.18,1,1107.38,2025-02-08
359564df-9374-40ee-880f-a627a308ac91,Tony Mclean,bhernandez@example.com,list,Home,206.03,4,154.53,2020-05-04
bcdb862b-9e26-4f77-9f85-e15e8cbac3bb,Ashley Rasmussen,adam77@example.net,during,Clothing,431.85,4,243.52,2024-02-05
1c2f9077-1919-42ae-bae0-93f37fc3700b,Harold Fisher,morrowdavid@example.org,official,Beauty,250.77,3,1962.03,2020-01-17
1f4608a0-f1be-45c4-86f6-8ae961aa95f5,Melissa Watkins,zbrown@example.net,page,Home,48.43,1,327.26,2021-12-14
e8aae304-da5c-4695-87cb-418e15b4d971,Beverly Wilcox,aliciafreeman@example.net,reach,Beauty,351.37,2,555.2,2023-06-11
834c524c-26cb-4600-a434-1ed624647f9b,Jill Murray,emiller@example.org,commercial,Beauty,16.91,1,202.61,2020-03-29
2166f370-25c0-42e1-a5dd-0ee640c259e3,Jason Mcdonald,juliewilliams@example.net,take,Electronics,139.4,3,526.72,2024-08-22
8bfacad6-f1d2-4ccc-8833-f2b22920ff21,Jeffrey Friedman,burnskent@example.net,structure,Home,477.58,1,1493.85,2022-10-28
b4a61da1-ec4a-44b7-9c05-43c9acaf5c18,Jacob Bush,hannah70@example.net,chair,Clothing,409.21,1,317.18,2020-01-08
d944f322-bfc8-4fc3-977f-6ce0e6bac4c5,Kellie Ellis,mary25@example.net,live,Electronics,170.86,4,1280.43,2025-02-08
fde87e2a-d83f-4a4b-85f8-53cbc8363cdb,Jeffrey Meyer,bergersandra@example.com,learn,Electronics,460.45,4,1414.37,2023-03-26
e5726fec-9d1b-405c-966d-092d33eacd83,Lindsay Bridges,daveshepherd@example.com,social,Clothing,224.66,5,249.85,2025-03-17
8d6e7ade-03a1-4254-9fa8-b8c1d407a689,Catherine Dean,brianadams@example.net,theory,Home,219.8,4,1455.9,2022-11-07
86267f32-7cce-4f9c-b831-5d4a3d6c7bab,Michelle Lee,anita11@example.com,chair,Beauty,288.12,5,904.72,2024-10-10
4fdfa303-01f9-4f07-95a7-0708f10920ae,Ronald Bautista,xwalton@example.org,how,Clothing,462.61,1,1261.72,2021-09-20
2f7411a4-519d-4372-8cd1-ca9b8daa3bb3,Robert Hunter,anna03@example.org,we,Electronics,406.15,5,353.28,2021-04-22
d6b5b44a-33b0-4bfb-82e5-fa46fc13fbf3,Maria Rodriguez,hadkins@example.com,recently,Clothing,437.36,1,36.5,2022-02-07
112b91f6-2ca7-485c-afa1-b264c5388415,Sandra Briggs,morriskatherine@example.com,arm,Electronics,451.64,4,1260.31,2020-01-24
529487b8-f922-40f3-8e10-34e9c8e12721,Nicole Murphy,anthonyweaver@example.com,so,Electronics,77.83,4,1814.79,2022-03-17
615868a1-d5ed-4ed5-a7c9-f093d3a1f60e,Amber Ross,jasminebryant@example.net,sea,Home,215.62,1,44.01,2021-07-03
288e7aad-72f2-458f-b4d8-bc5c1dbbb3f6,Brian Patton,nicholsoncourtney@example.com,safe,Clothing,267.6,3,1784.85,2021-11-27
997cf0ba-2b04-49b4-ba4f-dc675bbce7a8,Richard Hernandez,csantos@example.net,need,Home,190.96,1,25.88,2022-03-21
f660fcbc-e309-469e-b7ed-cfaa8fcf3e52,Dawn Frazier,ddunn@example.net,responsibility,Beauty,385.88,5,434.63,2024-04-05
7db33972-9d66-420d-b107-7b07f2bd4423,Logan Herrera,ysmith@example.net,no,Beauty,426.92,1,162.61,2021-02-19
e262d994-e03d-4d07-a25a-d9b11f889a07,Mark Farrell,loganjennifer@example.net,artist,Clothing,259.95,4,931.51,2023-04-16
396d7c3a-213a-4813-a1da-ca7117562427,Steve Olson DVM,qsmith@example.org,road,Electronics,337.36,1,618.11,2022-04-28
d165d0eb-5cfe-4edc-a9cb-a246fded69b6,Bethany Shields,gonzalezdavid@example.org,anything,Home,180.97,1,335.91,2024-07-02
9e7cf2f5-4a20-4d61-9f9a-0f8606acdeca,Craig Hamilton,mcobb@example.com,drug,Home,134.3,5,345.65,2021-06-04
f589b379-87f5-428a-b38c-9d29334620cd,Adrienne Huff,garciapamela@example.org,answer,Home,34.96,1,250.73,2023-12-27
72f5974b-fedd-4e6a-b467-5315077b1eed,Derrick Beltran,madison17@example.net,rate,Electronics,306.75,4,1028.27,2021-03-30
38f87afc-ce29-4c97-a2d7-bfb7b9d7a852,Tina Norris,bakermonique@example.net,thing,Beauty,335.47,5,119.08,2024-02-27
2cc0a1f2-bcf8-4c0d-a91a-ef508ef55a3f,Robert Taylor,orrchristopher@example.org,Republican,Electronics,44.68,2,1509.93,2023-11-09
543cff0a-906b-4ea2-bb02-c356e68c03ca,Katherine Rojas,yvonneperry@example.org,girl,Home,334.38,1,1369.96,2023-07-24
c9b066c2-a3b9-40b3-920c-20249695fe79,David Arnold,george29@example.org,history,Electronics,349.2,5,733.41,2023-08-28
b1d00391-c182-4620-8daf-a3f72de00c49,Angela Murphy,espinozacharles@example.org,black,Beauty,248.27,2,379.26,2020-01-24
27def692-94cc-400e-9530-86d32893dc1a,William Johnson,qwheeler@example.com,and,Home,18.42,4,1186.44,2022-08-05
b61652f5-87b7-41ee-a566-8a7ddc8c8853,Amanda Harris,lauren95@example.org,crime,Electronics,170.48,5,1292.72,2024-05-10
c0dbe386-e82f-46e3-b766-3e05e377f2fa,Jared Mcdonald,msimmons@example.org,citizen,Clothing,358.94,3,776.47,2022-09-15
318de4dc-65f4-47f7-acb4-fed2cc7c1005,David York,georgeharding@example.net,be,Home,171.57,5,195.81,2021-09-11
df8ca1a1-8d63-4657-92ce-73cba2fc1d2c,Nathan Pratt,april68@example.org,up,Clothing,435.26,1,526.7,2024-04-16
f4ab1581-32e0-427f-88d3-94aeb683cc5f,Todd Wheeler,phobbs@example.com,summer,Electronics,68.66,2,343.25,2022-10-13
24e4aebe-566a-41da-a851-54afb8b1a0c2,Jeremy Anderson,ybyrd@example.net,which,Electronics,70.23,3,1304.43,2024-12-01
207c99c5-c6a6-41ee-b2ef-ddd5aabc3ce7,Martin Bell,johnsonashley@example.org,join,Electronics,343.04,5,312.94,2020-11-23
ccc8a8e6-2cb4-4e5a-af79-0a372713a9d7,Alyssa Smith,hlove@example.net,exist,Electronics,8.26,3,666.21,2022-04-19
2cce13ee-2b49-4e78-9f1a-3a5fa63efeaf,Erika Jackson,jamie44@example.com,address,Clothing,384.3,1,294.72,2023-09-13
75dc37bd-49af-40fd-bbec-a841116c402e,John Garcia,stephanie64@example.com,factor,Beauty,368.44,5,432.43,2021-03-27
e45d4cb1-9b41-4486-96e4-3687eb179c2b,Madison Walker,floresjared@example.net,Mrs,Home,255.82,4,907.27,2024-03-28
6f6ca648-ea09-4387-8b5f-803b2adbdb0f,Cindy Johnson,ofry@example.com,practice,Electronics,354.66,3,619.41,2022-06-27
82c5c1dc-3a35-4a25-b6a9-d02fd9c5aa6d,Alexander Davis,millermichael@example.com,daughter,Clothing,343.62,2,808.72,2020-03-13
b54a0950-61b9-43de-b5ec-9ac91a971490,Jessica Jenkins,rknight@example.net,suggest,Beauty,111.81,3,1735.84,2021-08-12
db5d54cb-920f-44ca-80a8-90ddf3070337,Jacob Smith,sbowers@example.com,Mr,Beauty,438.7,2,232.12,2021-06-25
b4246ed4-e09c-485f-b303-5cddc7d30cd0,Jennifer Shaw,susancontreras@example.org,there,Beauty,315.81,2,743.49,2024-03-12
87e8ee10-b3ff-4d45-a024-dd3bc63d117f,Stephanie Ortiz,millerhannah@example.net,night,Clothing,85.86,1,1795.12,2024-12-03
678d9368-525f-4b3d-90f5-6aa68b265930,Kylie Hart,charles54@example.com,serve,Home,96.36,4,68.91,2021-08-20
6561552d-8dd4-4f58-8088-d8b282987989,Brandon Huynh,troysmith@example.net,call,Electronics,439.69,5,197.38,2024-05-02
84a4bdc0-5599-4261-92d1-b1ed5e3a5809,Lisa Campbell,johnsmith@example.net,everybody,Clothing,66.61,3,473.86,2020-03-14
c41ad9e6-2db2-4665-8ca9-9277599a172c,Laurie Phelps,jacobgomez@example.net,relationship,Clothing,31.26,4,711.72,2020-12-19
7c6f8aec-ecb6-4eef-b97d-633ee5ae1e77,Jay Allen,bakermary@example.org,shoulder,Electronics,475.7,3,353.87,2022-02-20
aa535aaf-4180-4897-86f6-d7151979b6df,Anthony Mitchell,david68@example.com,source,Clothing,147.16,1,72.0,2024-07-07
da5ec681-39dc-420e-be61-e608ee3da38f,Sharon Brown,amyhall@example.org,out,Electronics,19.22,5,996.86,2020-08-10
6832910a-689f-432e-ab0e-fdae1b00c72b,Holly Kemp,hendersonmichael@example.com,put,Beauty,138.86,2,960.56,2021-07-29
cc3f017c-2d49-459f-98fe-76f55ec84417,Amber Vazquez,virginiastevens@example.org,almost,Home,487.62,3,501.76,2022-11-21
2b7a516e-d21e-4f98-826a-700c54c0003c,Ann Shepard,blackmary@example.org,every,Home,99.76,4,951.76,2021-06-24
544d2925-55c1-4ceb-9a0b-1806239892cf,Ana Williams,ygarcia@example.com,tough,Home,268.05,5,528.16,2020-11-07
0cd5c71d-2d95-44c9-984e-d22a2c26ef83,Danielle Carroll,rachel29@example.net,near,Home,5.24,4,23.17,2024-11-05
4d0dbfbc-13b8-405a-9ba4-e4faf73e8693,Mr. Kenneth Bauer,jamesstokes@example.com,newspaper,Home,303.04,2,205.11,2020-08-23
046ced4f-bc5b-4c9d-b81c-aa3e2ca9fd0a,Susan Ingram,chadmathews@example.org,now,Beauty,170.72,5,1140.2,2024-11-27
1e7be65d-c0aa-4d71-bf08-914206579f42,Rachel Flores,adamsjane@example.net,international,Clothing,12.89,4,232.06,2023-02-23
ad7a722b-709f-4d8e-acd0-81d6f305ee58,Kimberly Smith,emurphy@example.com,enter,Beauty,427.8,2,836.88,2020-10-20
514757d5-5925-4b7b-95ca-fa9f6f97c416,Mary Blackwell,kennedyandrea@example.net,from,Clothing,379.91,2,359.82,2023-08-31
956b2f09-d68b-4f39-b957-7c090c201c6a,Trevor Brown,nicolekey@example.org,company,Electronics,90.97,4,2447.1,2024-07-03
90d6a913-769c-4023-9a06-c394ef05d1f0,Miss Sandra Shepherd,gilbert05@example.net,bill,Home,380.81,3,1361.89,2021-08-28
00b36101-a0b7-469c-8765-cb7ed0b5c802,Amanda Wilson,richard49@example.org,chair,Electronics,400.51,5,495.42,2021-03-13
f746614a-8129-4c43-9dcb-6d05465a78a0,Bradley Wilson,brookeperez@example.com,serious,Beauty,436.76,2,104.09,2021-10-16
a79d1a04-3dd7-4fa7-9bb2-ec050ded4c21,Charles Rivera,connerjoshua@example.org,spend,Clothing,88.05,4,1400.15,2020-10-21
c00e9ce6-d2bf-4bc1-aa33-1c481032c6e5,Daniel Sharp,foxkevin@example.com,beyond,Beauty,329.95,5,351.46,2021-05-10
e828cc85-7fc0-4387-b299-eb148b5442e7,Joseph Harmon,sonya89@example.com,foot,Clothing,173.61,1,189.44,2020-03-11
b85c405e-752a-4105-b2c7-ab4430b8b65c,Brian Lopez,tanner63@example.net,road,Clothing,497.5,4,232.18,2020-05-13
a1fd3e0a-a654-4206-ba9f-c966d76b4edc,Joshua Farley,parkerjason@example.org,claim,Electronics,259.27,5,218.02,2024-02-25
57a30f22-5045-40a9-89f3-10552b09f08a,Jenna Ashley,elizabethperez@example.org,out,Home,461.85,5,377.5,2024-12-31
ed738ccb-1f13-4f2d-979a-a9343fbe36e3,Jason Haney,jason08@example.com,Congress,Home,110.68,5,1548.27,2024-07-19
6c8751f6-8b62-41c8-94d4-08b9c5d3ca34,Sarah Moore,andersondanielle@example.org,food,Clothing,423.46,3,467.95,2021-10-31
67569055-a881-4fc0-bbb3-4387d2703885,Kevin Carroll,stephaniecarpenter@example.com,fact,Home,269.92,4,206.71,2021-02-15
50de4cdc-e010-4e10-a2ac-f229d22cb23b,Marcus Brown,millerdeborah@example.org,position,Beauty,167.62,5,536.07,2022-05-03
70f27811-de0c-4967-b0ff-63a4aabb1cd0,Nicholas Thompson,jordanchristine@example.com,shake,Beauty,402.44,5,271.94,2021-12-24
5c859bfb-fb67-4a55-93ae-60cc2c24c677,Amber Rodriguez,jamesthompson@example.net,star,Home,329.18,5,1452.02,2020-12-08
ebe5672b-ed3a-4876-ba1d-da3478d261bd,Amanda Stevens,usmith@example.net,plant,Home,344.04,1,1890.9,2021-01-02
2af5b527-72de-4c76-b7fc-b5b78a2ab761,Patricia Pace,brownsusan@example.org,box,Beauty,464.99,1,25.01,2020-04-30
b94be26c-d3b7-48b7-b2ef-8b974a609d6c,Jessica Butler,susan76@example.com,our,Clothing,92.63,2,294.7,2022-11-12
7147767c-12e9-4ed0-b5c9-15c321bcdc3a,Sara Walker,kimberlylloyd@example.net,return,Beauty,370.82,5,831.49,2024-12-06
184c3214-6bc6-4337-a9c1-6c096e537abf,Joseph Thompson,gravesjorge@example.net,well,Clothing,45.95,1,403.63,2024-10-01
c59802d8-aaf0-4601-9728-9c9cc9700a73,Thomas Hampton,carlsonpeter@example.org,hold,Home,223.58,2,435.03,2020-03-31
74e15981-f0fc-4fa2-9eba-ffcc05ae80c9,Lisa Kim,michaelbarnett@example.org,deep,Home,467.54,2,1140.44,2021-02-27
2cd4fbad-10db-4e22-97a8-bb7f0097a972,Connie Ramirez,brittanygonzalez@example.org,meet,Electronics,388.15,1,1177.09,2022-05-02
fc291dad-ef8b-4b44-a6cf-3d0c13377ca2,John Pena,hughesjason@example.com,great,Clothing,240.8,1,903.36,2021-08-16
555a7544-91a1-41e0-869a-97583042eefc,Charles Murray,ernest69@example.org,address,Clothing,415.32,2,372.3,2020-03-19
330beb5e-97ca-4afc-b2e4-34dbbd35698f,Daniel Nelson,obowen@example.net,style,Electronics,299.86,5,1075.49,2023-05-13
bcc8f7cc-4856-470b-af06-fa3ba11cc989,Michael May,danielwilliams@example.com,night,Home,343.53,1,1150.44,2024-10-27
b76afad4-d29f-460c-b850-18ec521ad6f3,Cathy Webb,tward@example.org,drop,Beauty,55.78,1,954.61,2021-07-01
1425063d-ced7-44af-86c8-2a6f9bee0c25,Philip Vazquez,jermaine07@example.net,brother,Beauty,28.47,4,862.42,2023-12-02
7397add0-0ea2-4f36-b6d7-00cb61c35bd7,Christine Brown MD,sandraford@example.com,report,Home,301.99,1,978.53,2022-08-07
f84b6d83-d3ab-4d87-aa75-5853b8152b91,Ashlee Miller,james27@example.net,need,Beauty,179.69,5,617.67,2021-12-09
ee798f8f-f415-49cd-bf80-01ae658b4824,Wayne Gray,shirley04@example.org,fact,Beauty,218.69,2,955.95,2024-03-10
2decb194-a2ff-4e52-a729-24cea0a0df26,Julie Hamilton,josephkaylee@example.org,north,Home,47.96,5,81.26,2020-05-25
345de936-7f08-4593-b68e-c9a0de68d63f,Stacy Miller,amy14@example.com,wonder,Electronics,236.4,4,1240.28,2025-03-08
3639d2e9-0b2a-4563-8016-1ab0e3296f1d,Christine Nixon,amberallison@example.com,stuff,Beauty,258.9,1,1170.01,2020-09-04
f8bc4155-3ffa-4a8f-87ca-6f7e04db41ba,Scott Morris,ballardashley@example.net,while,Beauty,47.2,3,819.7,2024-12-09
7699251c-aa2c-47f0-beb6-5d33e57c8c46,Ryan Cooley,sjackson@example.com,history,Electronics,451.42,3,144.05,2022-04-08
23ac5719-97ad-40cd-979d-de49fbb9f29f,Michele Ruiz,kathyanderson@example.org,board,Home,249.01,3,1342.72,2020-02-07
740cef67-c39c-44e6-9557-44f645c4161c,Ana Chandler,rosetanya@example.com,prepare,Home,410.13,2,133.31,2024-01-02
0069767d-b4fa-426d-9930-27b152a59000,Jessica Powell,tcarroll@example.org,wall,Home,334.51,1,1942.24,2022-03-07
94fa7bde-4e34-4475-a112-bf9ce7e4b3bb,Anthony Jacobson,jane61@example.net,at,Electronics,442.6,1,239.5,2023-08-28
14ec4f93-e4e6-480c-910f-95b017c44844,Michael Taylor,bwilliams@example.com,state,Home,491.06,5,362.49,2020-04-15
06729493-d178-486e-bda8-bfc97a040c47,Erin Bryan,torresangel@example.net,huge,Beauty,189.82,2,899.57,2024-12-20
4eee8a15-5726-4372-9827-73fb842fdb34,Gilbert Hunt,elizabeth14@example.org,dark,Home,237.97,4,1063.76,2023-05-31
349ec06e-fb10-4e48-bf9a-7e4edc7c12b0,Matthew Morris,zthompson@example.net,clear,Home,108.44,5,129.69,2025-03-13
3dbce4b7-6403-42ba-b2f1-fef1c2c017dc,Linda Morrison,ericcastillo@example.org,a,Electronics,311.67,3,2405.01,2022-10-08
1d3cfc5e-7d44-443e-88d0-073f868d863e,Valerie Owens,hsmith@example.org,there,Home,479.07,2,457.7,2021-06-19
05e34375-260b-49fd-87eb-0789ee8d1bd3,Heather Salazar,meyeranthony@example.com,door,Electronics,362.32,5,543.91,2022-11-08
91c64ca8-fb13-4644-9569-b8e09e3f838c,Jesse Carpenter,rwilcox@example.org,tax,Electronics,152.38,3,1214.38,2021-05-03
20af1715-9100-4905-9fe9-b37b076abcc5,Steven Lee,gibbsantonio@example.net,send,Clothing,478.82,1,291.58,2020-05-09
b251c7aa-c901-480d-a83c-55c83610858d,Angela Roberson,fernando43@example.org,throughout,Beauty,18.96,1,298.43,2024-08-25
5c4b3000-1391-49cc-9a0b-31fdc01fbf6c,Dr. Katrina Ford MD,vwilliams@example.org,water,Beauty,469.42,2,203.44,2022-03-06
61e3e795-2b06-4b0e-b1f9-045f515c6c34,Mr. Christopher Baker Jr.,brighttiffany@example.com,accept,Beauty,461.78,4,717.61,2025-03-02
414f92af-e929-4e09-8890-11784ef9f29c,Olivia Salinas,tmorales@example.com,Democrat,Beauty,96.91,1,308.0,2024-05-29
75743de7-3c63-4553-bf65-dd949ba4f0d7,Mckenzie Walker,heather63@example.org,us,Home,481.16,1,918.79,2020-12-25
2fb27dd8-dca2-4ec6-94c8-b366d4f4a2fc,Terry Ball,robertabowen@example.com,cut,Clothing,179.03,1,848.59,2022-10-11
5e5ab44a-8f43-4a71-bad1-446ec8e396bd,Eric Chung,yvonne58@example.net,property,Electronics,418.89,4,1650.13,2024-07-06
3a77a25e-92ce-435e-b528-e0becd97baf1,Maria Coleman,renee55@example.org,manager,Home,185.1,1,794.68,2021-10-27
d5a704c9-00cb-4d26-84e7-16274bbd708d,Eugene Miller,jamesmarshall@example.org,wall,Electronics,184.89,4,1634.41,2024-07-26
5e38f40c-fcd9-4cfb-9380-976485d4e937,Sharon Trujillo,martinkimberly@example.org,off,Clothing,494.23,5,507.89,2021-02-01
d7a42a50-b1cc-4d0f-9200-c1a3c2103c89,Eric Bernard,kristinguzman@example.com,hear,Electronics,82.93,5,560.87,2023-11-20
30353161-3a18-475a-a688-960e0ec54bb1,Jessica Edwards,kathrynwhite@example.org,positive,Clothing,282.79,2,1849.46,2020-12-04
248adcb7-3d00-4c69-8681-56853ef6ca02,Sharon Simpson,elizabethmelton@example.com,high,Electronics,136.42,4,1329.4,2023-09-27
e096ed16-7c55-49e4-aae4-adec34052135,Mark Hall,arice@example.org,government,Home,410.19,3,134.54,2020-01-19
a2f3c5ef-e95c-4c08-8da8-be8bfb8aeeeb,Crystal Perry,smithmalik@example.net,close,Home,136.73,2,102.95,2023-04-19
f6991e9c-908c-4024-8d6b-a4c00c5043ed,Kelly Barajas,katherineperez@example.org,language,Beauty,400.69,2,210.25,2023-03-22
48eb3873-14b7-48b9-8db0-06da621b3710,Stephen Martinez,mahoneysarah@example.net,realize,Home,171.13,5,1772.41,2020-06-11
6d203bcd-3622-4a2d-9d33-e5ea3267f0f2,Mark Garcia,lgreen@example.org,exactly,Clothing,78.91,1,667.08,2020-03-22
037b862e-bd69-4019-b382-63e6a6f133b8,Michelle Cox,banderson@example.net,here,Clothing,393.03,2,475.13,2022-11-12
2340d3be-0275-43a1-8b9b-62b514625190,Calvin Smith,nicole77@example.net,heart,Clothing,167.76,1,489.96,2020-02-26
24cfbf21-790a-4566-9ac8-ef36f451e66f,Whitney Peterson,jkim@example.net,organization,Home,242.16,4,337.94,2020-09-09
d5fb7d47-f503-49e7-84cf-5ca3baeb19db,Alex Jones,patricialewis@example.net,kind,Clothing,302.46,3,1111.41,2020-12-03
cbd73f60-fdef-46b1-a2f0-23db323ba83b,Courtney Salazar,barry96@example.net,college,Beauty,335.61,4,161.07,2022-06-23
ce6fe4ad-28f9-4f8c-bfed-3b9bd1bc4d3e,Erica Butler,theresaoconnor@example.com,make,Clothing,368.62,4,1867.42,2023-02-12
b3425cda-8a8a-4578-9757-8186139adba8,Miranda Douglas MD,dukesarah@example.org,prove,Clothing,496.97,1,1792.34,2020-04-20
0bf228bc-1f9f-42ba-a036-0fd3a30dd7b9,Charles Mckenzie,melindaflores@example.com,speak,Beauty,350.39,5,1008.01,2022-10-04
9164e559-e155-4ecf-bb70-79ede9d02f1d,Donald Boyd,alvaradoashley@example.org,send,Beauty,264.79,3,1109.04,2022-11-24
e64620d6-e581-43e9-89be-ed0d202e72a4,Anna Clark,whitakerchristopher@example.net,manager,Electronics,195.31,2,1713.16,2023-05-03
7c8fa809-f753-48cd-906d-7d52fbc54166,Ashley Mosley,vvance@example.org,team,Electronics,255.44,3,615.2,2020-12-31
9d582964-d425-4d87-a882-cb8b8ef8abcf,Jasmine Anderson,georgeelliott@example.com,answer,Beauty,243.42,2,516.4,2025-03-19
90a1203f-93b1-42f9-b4ce-f8aed154d068,Christina Blankenship,carlyking@example.org,also,Electronics,136.75,3,189.77,2023-08-19
e99e9e03-1ed8-47ba-a0e4-53d85ae3aba6,Elizabeth Ferguson,madison46@example.org,even,Clothing,388.47,3,104.0,2020-11-24
17a5dde0-d663-4a0e-8ddb-f7a53659d20e,Laura Cowan DDS,moorecindy@example.net,activity,Electronics,49.45,1,23.76,2023-10-25
a67cd9cf-9556-449c-a3b2-e4221a90972f,Jamie Hart,shaun35@example.com,then,Clothing,226.94,2,1636.86,2020-08-29
c943ed90-09cd-4ac3-8351-b5807c38089f,Ashley Wang,dominic53@example.net,free,Home,114.7,4,489.44,2024-08-09
39d55ea7-a842-47c5-a958-b719bc87df78,Jessica Harris,kimberly07@example.org,necessary,Home,462.21,3,1803.15,2020-10-28
6c386afa-90a1-42e0-a66d-cefdce3cf4c8,Billy Lawson,alexander91@example.net,account,Beauty,17.58,3,1057.01,2021-03-29
2a92153c-5440-47b2-9fee-441eb709fd38,Cheryl Young,stacey43@example.org,participant,Beauty,389.03,2,238.45,2024-05-20
5895d86b-b7fc-48e6-8e31-6eeccee8b257,Charles Olson,richardvalenzuela@example.com,expert,Beauty,319.65,3,999.65,2021-06-15
